Reviews,Pos Office Branch,User,Reviews,Rate,tanggal_review
layan nya buruk petutidaks nya lelet konsisten,kantor pos sanggau,marta dela,"pelayanan nya buruk,petugas nya lelet ga konsisten.",1,2025-01-11
layan ramah pick up barang bayar2 parkir luas hari libur tetap buka loh,kantor pos sanggau,muhammad irfan,"pelayanan ramah, bisa pick up barang, bisa bayar2. parkiran luas, hari libur masih tetap buka loh",5,2023-08-11
performa pos santidakt jelek barang di pos sangtidaku 6 hari tidak kirim pos lanjut kecewa karna tidak kompeten tidak profesional padahal guna jasa pos expres,kantor pos sanggau,doni 35,"performa pos sangat jelek, barang sampai di pos sanggau sudah 6 hari. tapi tidak dikirimkan ke pos selanjutnya. kecewa, karna sudah tidak kompeten dan tidak profesional.
padahal saya menggunakan jasa pos expres.",1,2021-08-11
paket dari tgl 11 04 2020 sekarenag tgl 17 04 2020 blum jtidak padahal aq pakek jasa yng super cepat 2 hri pingiriman sekarenag minggu blum datang jutidak kecewa aq,kantor pos sanggau,muhammad putra,"paketku dri tgl 11/04/2020 sampai sekrng tgl 17/04/2020 blum sampai jga, padahal aq udh pakek jasa yng super cepat 2 hri pingiriman, sampai sekrng udh seminggu blum datang juga, kecewa aq",1,2020-08-11
layan bagus ramah cepat,kantor pos sanggau,rita ismail,"pelayanan bagus,ramah dan cepat",5,2025-02-11
pake paket ekspres malah ngtidak sampe wkwk padahal harus cepat sampe malah lebih 1 minggu,kantor pos sanggau,dwi rasmi,"pake paket ekspres malah ngga sampe"", wkwk. padahalkan harusnya cepat sampe. ini malah lebih dari 1 minggu.",1,2021-08-11
layan ramah jam layan panjang hari libur tetap buka luar biasa,kantor pos sanggau,nana chann,"pelayanan ramah, jam layanan yg panjang, hari libur tetap buka. luar biasa.",5,2022-08-11
layan santidakt baik ramah,kantor pos sanggau,rizky arisandy. g,pelayanan yg sangat baik dan ramah,5,2024-09-11
ada no kurir bisa hubungin,kantor pos sanggau,khoirudhin official,apakah ada no kurir yg bisa di hubungin...,4,2020-08-11
apa paket nama dodi,kantor pos sanggau,davano miko,apa ada paket yang bernama dodi,5,2024-08-11
lama antri kalau bayar psajak,kantor pos sanggau,daniel liong,tidak lama antri kalau bayar pajak,5,2021-08-11
pos kalo ntidakntar barang nyasar,kantor pos sanggau,ikkoru takke,tapi posnya kalo ngantar barang pasti nyasar,3,2017-08-11
layan nya lumayan bagus,kantor pos sanggau,rian septian,pelayanan nya lumayan bagus,4,2023-08-11
ngurus kirim surat,kantor pos sanggau,rina haryanti,ngurus pengiriman surat,4,2024-08-11
tempat beli materai,kantor pos sanggau,rendra reonardo dwi putra,tempat beli materai,5,2022-08-11
tempat kirim barang,kantor pos sanggau,floren sius,tempat kirim barang,5,2019-08-11
kantor pos sangtidaku,kantor pos sanggau,amir hasan,kantor pos sanggau,5,2023-08-11
layan prima kirim lebih cepat,kantor pos sanggau,tito sumarno,pelayanan prima dan pengiriman lebih cepat,5,2019-08-11
layan mulai satpam smpai tellernya ramah2 semua,kantor pos sintang 78600,bang koko,yg melayani mulai dari satpam smpai dgn tellernya ramah2 semua,5,2025-06-11
kurang puas sama layan kirim motor pontianak hari jumat kata sampe sabtu eh pas sabtu mau ambil kantor pos pontianak malah motor kirim karna penuh harus kan awal kalau penuh bilang ada konfirmasi jutidak sama sekali rasa bohongin,kantor pos sintang 78600,alya wahyu,kurang puas sama pelayanannya. kirim motor ke pontianak hari jumat katanya sampe sabtu. eh pas sabtu mau diambil di kantor pos pontianak malah motornya belum dikirim karna penuh. harusnya kan dari awal kalau penuh bilang. gak ada konfirmasi juga sama sekali. merasa di bohongin,1,2024-09-11
empek empek mamang khosim makan kantor pos jasa kirim ku,kantor pos sintang 78600,g4 cleopatra,empek empek mamang khosim makananku kantor pos jasa pengiriman ku,5,2021-08-11
layan kantor pos pribadi rasa puas dentidakn kerja nya kerja nya cukup baik ramah layan semotidak depan kantor pos makin maju terimakasih,kantor pos sintang 78600,ella ira'ang ella,"untuk pelayanan kantor pos saya pribadi merasa puas dengan kinerja nya, para pekerja nya cukup baik dan ramah dalam melayani. semoga kedepannya kantor pos semakin maju terimakasih.",4,2021-08-11
layan santidakt muas orang2nya baik ramah pokeokenya sukses selalu kantor pos,kantor pos sintang 78600,angela angela,"pelayanannya sangat memuaskan, orang2nya baik dan ramah pokoknya sukses selalu buat kantor pos",4,2021-08-11
semotidak pos indonesia makin baik sukses,kantor pos sintang 78600,dakwah online,semoga pos indonesia semakin baik dan sukses.,4,2023-08-11
kakak nya baik orang nyaa ramah layan nyaa jago,kantor pos sintang 78600,nariani anisa,"kakak"" nya baik,orang nyaa ramah"",pelayanan nyaa jago"".",5,2021-08-11
alhamdulillah selalu berlangtidaknan dentidakn pak pos enjoy banget  ,kantor pos sintang 78600,arif setiawann,alhamdulillah selalu berlangganan dengan pak pos. enjoy banget 👍 …,5,2021-08-11
layan nya bagus semotidak tetap tahan layan nya,kantor pos sintang 78600,syarifah nur patmawati,pelayanan nya bagus semoga tetap dipertahankan pelayanan nya,5,2021-08-11
layan nya cukup muas terimakasih pos indonesia,kantor pos sintang 78600,indah nodila,pelayanan nya cukup memuaskan. terimakasih pos indonesia.,4,2020-08-11
no kode pos berapa ya,kantor pos sintang 78600,zulkifli zulkifli,no kode posnya berapa ya...?,5,2019-08-11
layan nya santidakt bagus,kantor pos sintang 78600,lorensius loren,pelayanan nya sangat bagus,3,2023-08-11
simpel praktis setidakla,kantor pos sintang 78600,topan syah,simpel dan praktis dalam segala hal,4,2019-08-11
antri duduk ruantidakn nyaman,kantor pos sintang 78600,dzaky khalil firdaus,"antriannya duduk, ruangan nyaman",4,2018-08-11
kantor pos juara,kantor pos sintang 78600,[n.k.r.i] sყԍσʑ,kantor pos juara,5,2019-08-11
hari minggu buka ngtidak,kantor pos sintang 78600,fitri rizky,hari minggu buka nggk,5,2019-08-11
kantor pos hebat ,kantor pos sintang 78600,nurma sita,kantor pos. hebat👍 …,5,2021-08-11
kantor pos cabang sintang,kantor pos sintang 78600,ilham maulana,kantor pos cabang sintang,5,2017-08-11
kantor pos sintang okee,kantor pos sintang 78600,randi winanda,kantor pos sintang oke.,5,2021-08-11
istimewa  ,kantor pos sintang 78600,abdu somad,istimewa 👍 …,4,2020-08-11
kantor pos pamusian tara lokeasinya strategis pinggir jalan utama area parkir jutidak cukup luas layan muas staff counternya ramah ramah sini jg gerai kopi northman atm centre bni bsi mandiri itu jutidak ada beberapa jual makan sini,kantor pos cabang tarakan,daffa mahendra,"kantor pos pamusian tarakan, lokasinya strategis di pinggir jalan utama. area parkirnya juga cukup luas, pelayanannya memuaskan. staff counternya ramah ramah, serta disini jg ada gerai kopi dari northman, dan ada atm centre (bni bsi mandiri). selain itu juga ada beberapa penjual makanan disini.",5,2025-03-11
layan buruk saya dtg maksud mw tanya perihal bantu dtg malah diarhkan kelokeet saya kelokeet atas nma indah saya tanya perihal bantu malah disruh ujung tnpa arah manaa dentidakn muka nda ramah nda senyum lihat jutek sekali,kantor pos cabang tarakan,viera putry,pelayanan buruk..saya dtg bermaksud mw bertanya perihal bantuan tapi saya dtg malah diarhkan keloket...saya keloket yg atas nma indah saya bertanya perihal bantuan malah disruh keujung tnpa diarahkan kmna...dengan muka yg nda ramah dan nda senyum...kelihatan jutek sekali...,1,2025-08-04
terbaek layan sat set semotidak terus ditintidakatkan,kantor pos cabang tarakan,hanif surya nugraha,"terbaek, pelayanan sat set. semoga terus ditingkatkan",5,2025-07-28
layan bagus kirim surat surat penting jutidak cepat,kantor pos cabang tarakan,rahman rasyad,pelayanannya bagus serta pengirim untuk surat surat penting juga cepat,5,2025-05-11
paket lama datang,kantor pos cabang tarakan,sagab cahya,paket lama gak datang²,1,2025-06-11
kasi bintang 5 saya bayar biling muntu pasport pakai lama dah nores nya pakai antri kayak bank gercep jutidak petutidaksnya padahal baru pertama kali kantor pos ini ruang luas sih apa banyak orang yaaa tidak sempat foto jutidak tuh ,kantor pos cabang tarakan,erni yudhartik,"saya kasi bintang 5, karena saya bayar biling pembuatan pasport tidak pakai lama, dah dapat nores nya, gak pakai antri kayak di bank, gercep juga petugasnya, padahal baru pertama kali ke kantor pos ini, ruang luas sih, apa karena gak banyak orang yaaa, gk sempat foto juga tuh😁😁 …",5,2023-08-11
kantor layan kirim surat paket berbatidaki tuju dan luar negeri ini produk layan jasa pos makin beratidakm layan bayar tagih rekening listrik air pdam jutidak berbatidaki layan lain tara kantor letak jln sudirman biasa sebut kampung baru,kantor pos cabang tarakan,hamid amren,"kantor pelayanan pengiriman surat/paket ke berbagai tujuan dalam dan luar negeri. saat ini produk layanan jasa pos semakin beragam seperti melayani pembayaran tagihan rekening listrik, air pdam juga berbagai layanan lainnya. di tarakan kantornya terletak di jln sudirman biasa disebut di kampung baru",4,2019-08-11
ruang antri nya letidak ada sistem antri,kantor pos cabang tarakan,indra rahman mba. cfp.,"ruang antri nya lega, sdh ada sistem antrian.",4,2017-08-11
layan ramah tempat parkir luas kirim barang dalam kardus bayar non tunai tempat bersih ruang tunggu luas,kantor pos cabang tarakan,indra fajar,pelayanannya ramah. tempat parkirnya luas. bisa kirim barang di dalam kardus. bisa bayar secara non tunai. tempatnya bersih dan ruang tunggunya luas.,5,2023-08-11
good service cuman pas dateng atidak bingung karna ada security jadi paham kl nomer antri hrs kita pencet sendiri,kantor pos cabang tarakan,dessy nuvianty,good service. cuman pas dateng agak bingung ya (karna gak ada security) jdi gak paham kl nomer antrian hrs (kita) pencet sendiri,5,2023-08-11
mba kirim atas nama risne kantu sampai dari kemarin antar hari soal 1 minggu lebih kata ndak lewat 1 minggu isi makan,kantor pos cabang tarakan,chris ne,"mba kiriman atas nama risne kantu sudah sampai dri kemarin, bisa diantar hari ini soalnya sudah 1 minggu lebih. katanya ndak lewat 1 minggu, itu isinya makanan.",3,2022-08-11
front office bagus mlayani ada beberapa staff gudang mnurut masih kurang kerja diplayanan jasa layan dentidakn nada tinggi acuh tak acuh,kantor pos cabang tarakan,imam firmansyah,front office sdh bagus mlayani. namun ada beberapa staff gudang yg mnurut saya masih kurang untuk bekerja diplayanan jasa. melayani dengan nada yg tinggi dan acuh tak acuh,2,2020-08-11
paket kenapa ada keterantidakn pemberitahuan nya akhir tgl 5 tra gimana sih,kantor pos cabang tarakan,arpanpc,paket saya kenapa belum ada keterangan pemberitahuan nya terakhir tgl 5 masih ditrakan..gimana sih,1,2023-08-11
tempat nya nyaman panas tidak dingin ada sistem nmor antri jutidak tempat luas,kantor pos cabang tarakan,revian 03,"tempat nya nyaman tidak panas dan tidak dingin.
ada sistem nmor antrian juga, tempat luas",5,2023-08-11
layan kurang sopan ramah,kantor pos cabang tarakan,muhammad rio a,"pelayanan kurang sopan, tidak ramah",2,2024-11-11
paket sudah 4 hari geser jutidak tempat tuju kapan sampai barang pesan,kantor pos cabang tarakan,daddi 92,"paketan saya sudah 4 hari belum bergeser juga ketempat tujuan
kapan sampainya barang pesanan kami",1,2021-08-11
lumayan lah semotidak selalu jadi baik setidakla layan,kantor pos cabang tarakan,amini zamzam,lumayan lah... semoga selalu jd yg terbaik untuk segala pelayanan.,4,2017-08-11
pos makin inovatif makin kompetitif bravo maju terus pos indonesia,kantor pos cabang tarakan,guruh dwi saputro,pos semakin inovatif.... semakin kompetitif....  bravo... maju terus pos indonesia,5,2017-08-11
layan lumayan kirim atidak cepat,kantor pos cabang tarakan,marzuki matli,pelayanan lumayan...pengiriman agak cepat,4,2017-08-11
saya ngtidak tau kode pos  gimana caranyaya,kantor pos cabang tarakan,zidan_ 210,ini saya ngga tau kode pos . gimana caranyaya,4,2021-08-11
pketan sya udah 4 hri blm dteng,kantor pos cabang tarakan,maminya abi,pketan sya udah 4 hri blm dteng,2,2020-08-11
paket ko di antar yh,kantor pos cabang tarakan,jek sen,paket saya ko belum di antar yh.,1,2020-08-11
buka kantor pos nya ,kantor pos cabang tarakan,dewi risma,masih buka kah kantor pos nya .,1,2021-08-11
buka lebih lama malam,kantor pos cabang tarakan,fitra rachmad,buka lebih lama sampai malam,5,2022-08-11
kode poss x tolongg kasi tw,kantor pos cabang tarakan,dandi ritwan,kode poss x tolongg kasi tw,5,2019-08-11
layan ramah mudah dijantidakau,kantor pos cabang tarakan,ujang samsul bahri,"layanannya ramah, mudah dijangkau",5,2018-08-11
repot yaaa ntidakmbil kirim pos kemarin di wakil dentidakn ktp sekarang pake surat kuasa atur koke berubah2 harus kalo awal butuh surat kuasa yaa awal dong konsisten ,kantorpos cabang singkawang,desti ratna putri wijayani,"repot yaaa ngambil kiriman di pos, kemarin bisa di wakilkan dengan ktp sekarang pake surat kuasa, peraturan kok bisa berubah2, harusnya kalo dari awal butuh surat kuasa yaa dr awal dong konsisten👍🏻 …",1,2024-08-11
kantor bersih indah layan cepat petidakwai profesional rasa puas tidak pakai antri  mudah kunjung,kantorpos cabang singkawang,sukarno 70,"kantor bersih, indah, pelayanan yang cepat dan pegawai profesional., saya merasa puas. karena tidak pakai antri . dan mudah  dikunjungi.",4,2022-08-11
layan mantap baru tahu nyata kantor pos sekarang kirim mobil seluruh indonesia cui,kantorpos cabang singkawang,yosia wibowo,pelayanannya mantap... baru tahu ternyata kantor pos sekarang bisa kirim mobil ke seluruh indonesia cui....,5,2018-08-11
antri panjang jumlah layan batas ramah sopan,kantorpos cabang singkawang,lyan,antrian panjang. jumlah pelayanan terbatas. ramah dan sopan.,3,2018-08-11
udah sering pake tidak pernah telat nyampe,kantorpos cabang singkawang,de_nfrost zhang,udah sering pake dan ga pernah telat nyampe,5,2019-08-11
cair blt sekarang lama,kantorpos cabang singkawang,nurani channel,pencairan blt sekarang lama,1,2023-08-11
layan okee sip mantap  ,kantorpos cabang singkawang,daniel kukuh,"pelayanan oke sip, mantap 👍 …",5,2023-08-11
untuk kami ada,kantorpos cabang singkawang,owl sniper,“untuk anda kami ada”,5,2023-08-11
jadi pilih akhir jasa kirim kalau mau iseng2 kirim ketapang boleh pakai ini kalau barang penting pakai lain komplain kantor pos asal kirim tuju kirim jawab dentidakn versi beda maaf kantor pos cuma mau bantu yang terburu2 masih sempat browsing,kantor pos ketapang,vincentius bondhan,"jadikan pilihan terakhir jasa pengirimanmu! kalau mau iseng2 kirim ke ketapang, bolehlah pakai ini. kalau barang penting, pakailah yang lain. dikomplain kantor pos asal pengiriman dan tujuan pengiriman, dijawab dengan versi berbeda. maaf, ya kantor pos, saya cuma mau bantu mereka yang terburu2, tapi masih sempat browsing.",1,2019-08-11
udah satu bulan lebih pin adsense belum sampai tolong kalau ada jantidakn tumpuk segera kirim,kantor pos ketapang,hobi mancing,"udah satu bulan lebih pin adsense saya belum sampai
tolong kalau sudah ada jangan di tumpuk segera kirim",1,2023-08-11
kantor pos malas selalu tidaktidakl antar alasanya rumah orang tidak ketemu alamat padahal alamat jalan besar ttokeo bangun selalu ada orang kan inti biar ambil sendiri k kantor,kantor pos ketapang,eky,kantor pos pemalas. selalu gagal antar alasanya rumah ga ada orang atau ga ketemu alamat. padahal alamat di jalan besar dan ttoko bangunan yg selalu ada orang. ini kan intinya biar di ambil sendiri k kantor,1,2019-08-11
bagus layan okee saran ssaja terkadang santidakt ramai jadi kalau perlu baik lebih awal ssaja,kantor pos ketapang,maulana muhtadi,bagus pelayanan oke.. saran saja terkadang sangat ramai jadi kalau ada keperluan sebaiknya lebih awal saja,5,2022-08-11
layan tertib dg no antri cepat ,kantor pos ketapang,yohanes denggol,"pelayanannya tertib dg no antri dan cepat ..,...",5,2024-08-11
barang sudah nyampai kantor antar ketapang terus kantor antar marau udah 5 hari koke blom nyampai2 barang nya   ,kantor pos ketapang,hengky chap cunng,"barang saya sudah nyampai di kantor antaran ketapang. di teruskan ke kantor antaran marau....
udah 5 hari, kok blom nyampai2 barang nya.? ( ???? )",1,2022-08-11
maaf pak mau tanya paket kirim saya koke bom nyampe  padahal 2 minggu lebih,kantor pos ketapang,rodhiyant rodhy,maaf pak mau tanya paket yg dikirim kesaya kok belom nyampe ya ... padahal sudah 2 minggu lebih...,4,2018-08-11
kirim paket selalu telat tidak sesuai prediksi kata 2-4 hari malah lewat jauh prediksi,kantor pos ketapang,rikardi,pengiriman paket selalu telat/tidak sesuai prediksi. katanya 2-4 hari malah lewat jauh dari prediksi,1,2019-08-11
untuk jam kerja ini asal2an klo org daerah hulu datang hari sabtu minggu kan sia2,kantor pos ketapang,jeky martono,yang buat jam kerjanya ini...asal2an. klo org dari daerah hulu datang hari sabtu dan minggu kan sia2.,2,2018-08-11
kirim kilat klo ketapang sama ky kirim biasa 8hari blm,kantor pos ketapang,muhammad bayu ridho,kirim kilat klo ke ketapang sama ky kirim biasa sudah 8hari blm sampai,1,2021-08-11
